State,Postcode,Individuals,MedianIncome,MeanIncome
VIC,3966,289.00,32253.00,44930.00
VIC,3971,2115.00,33999.00,42145.00
VIC,3975,7570.00,44707.00,49157.00
VIC,3976,13307.00,40477.00,43248.00
VIC,3977,43173.00,42282.00,47203.00
VIC,3978,3108.00,46065.00,50741.00
VIC,3979,221.00,32412.00,36571.00
VIC,3980,1782.00,42212.00,47579.00
VIC,3981,2364.00,37455.00,45171.00
VIC,3984,2362.00,33996.00,39985.00
VIC,3987,825.00,34585.00,42915.00
VIC,3988,651.00,31926.00,40054.00
VIC,3991,206.00,27573.00,32313.00
VIC,3992,383.00,31477.00,37240.00
VIC,3995,4900.00,32854.00,45661.00
VIC,3996,2796.00,33802.00,46120.00
WA ,6000,9309.00,54191.00,82628.00
WA ,6003,3651.00,42589.00,58913.00
WA ,6004,6920.00,52837.00,79340.00
WA ,6005,4314.00,59673.00,87075.00
WA ,6006,5740.00,55354.00,77317.00
WA ,6007,4980.00,60907.00,88149.00
WA ,6008,9771.00,62524.00,102146.00
WA ,6009,11670.00,58379.00,133958.00
WA ,6010,10912.00,58582.00,110909.00
WA ,6011,6525.00,67741.00,152792.00
WA ,6012,5828.00,55679.00,123871.00
WA ,6014,13519.00,54388.00,90505.00
WA ,6015,4693.00,66039.00,127102.00
WA ,6016,6375.00,53244.00,74136.00
WA ,6017,3222.00,47697.00,56287.00
WA ,6018,24454.00,54364.00,76010.00
WA ,6019,15293.00,55012.00,77364.00
WA ,6020,14526.00,52716.00,82523.00
WA ,6021,12958.00,50016.00,66005.00
WA ,6022,3251.00,47877.00,58286.00
WA ,6023,10218.00,51542.00,71288.00
WA ,6024,8848.00,47132.00,58130.00
WA ,6025,20279.00,50356.00,70626.00
WA ,6026,14895.00,49651.00,64079.00
WA ,6027,27992.00,48575.00,63467.00
WA ,6028,14487.00,51557.00,69631.00
WA ,6029,1989.00,55850.00,96638.00
WA ,6030,22660.00,46753.00,60495.00
WA ,6031,8444.00,50450.00,61228.00
WA ,6033,347.00,47035.00,67866.00
WA ,6035,3716.00,47410.00,61358.00
WA ,6036,7576.00,50693.00,62639.00
WA ,6037,1423.00,43391.00,59451.00
WA ,6041,789.00,41494.00,60781.00
WA ,6044,742.00,35296.00,56934.00
WA ,6050,10403.00,54605.00,93092.00
WA ,6051,8719.00,51986.00,66072.00
WA ,6052,7252.00,53223.00,69694.00
WA ,6053,8968.00,52923.00,66532.00
WA ,6054,11935.00,48346.00,58623.00
WA ,6055,9714.00,53986.00,67792.00
WA ,6056,22951.00,48292.00,59095.00
WA ,6057,10440.00,51854.00,62342.00
WA ,6058,7710.00,49872.00,58269.00
WA ,6059,14660.00,46402.00,63591.00
WA ,6060,15225.00,50891.00,63390.00
WA ,6061,19928.00,43303.00,49627.00
WA ,6062,20779.00,44896.00,54881.00
WA ,6063,8389.00,45237.00,52381.00
WA ,6064,16919.00,42366.00,49197.00
WA ,6065,36500.00,50130.00,61800.00
WA ,6066,11351.00,44862.00,53521.00
WA ,6069,18798.00,53783.00,65568.00
WA ,6070,2312.00,49323.00,71285.00
WA ,6071,2225.00,47364.00,67477.00
WA ,6072,601.00,46188.00,61549.00
WA ,6073,2053.00,46947.00,65101.00
WA ,6074,638.00,47298.00,60683.00
WA ,6076,13862.00,47633.00,67357.00
WA ,6081,2937.00,50557.00,65847.00
WA ,6082,1962.00,48574.00,64122.00
WA ,6083,2248.00,47040.00,69241.00
WA ,6084,4433.00,48971.00,64200.00
WA ,6100,10168.00,51465.00,68197.00
WA ,6101,10725.00,49848.00,64345.00
WA ,6102,7493.00,38478.00,48839.00
WA ,6103,5663.00,48860.00,61155.00
WA ,6104,8829.00,50337.00,64269.00
WA ,6105,8544.00,47021.00,56286.00
WA ,6107,24812.00,44635.00,53289.00
WA ,6108,14295.00,45899.00,54061.00
WA ,6109,6290.00,44460.00,52525.00
WA ,6110,21843.00,47310.00,56079.00
WA ,6111,13501.00,46724.00,58351.00
WA ,6112,27995.00,49500.00,59387.00
WA ,6121,1802.00,49708.00,66212.00
WA ,6122,7762.00,53441.00,72568.00
WA ,6123,913.00,46378.00,59777.00
WA ,6124,707.00,47028.00,61844.00
WA ,6125,1726.00,48638.00,66143.00
WA ,6147,9091.00,43780.00,51692.00
WA ,6148,11222.00,45991.00,65990.00
WA ,6149,12792.00,46700.00,63951.00
WA ,6150,8948.00,42956.00,66158.00
WA ,6151,11581.00,56965.00,96174.00
WA ,6152,16130.00,50982.00,74892.00
WA ,6153,14206.00,53273.00,103865.00
WA ,6154,6399.00,49586.00,73725.00
WA ,6155,32347.00,48226.00,61732.00
WA ,6156,10298.00,54495.00,84056.00
WA ,6157,8693.00,53466.00,75450.00
WA ,6158,4782.00,57980.00,90041.00
WA ,6159,2282.00,63063.00,106728.00
WA ,6160,5892.00,48418.00,72326.00
WA ,6162,7041.00,51361.00,71801.00
WA ,6163,30058.00,47440.00,61664.00
WA ,6164,33335.00,53517.00,65544.00
WA ,6166,5977.00,52187.00,69578.00
WA ,6167,12781.00,48733.00,57993.00
WA ,6168,13119.00,46538.00,59053.00
WA ,6169,20036.00,47877.00,61841.00
WA ,6170,5093.00,51893.00,62244.00
WA ,6171,14752.00,57794.00,69572.00
WA ,6172,7975.00,51253.00,64514.00
WA ,6173,6826.00,59118.00,75372.00
WA ,6174,1614.00,49496.00,64142.00
WA ,6175,1946.00,53762.00,69141.00
WA ,6176,491.00,45114.00,67027.00
WA ,6207,486.00,47879.00,63289.00
WA ,6208,5724.00,45011.00,63342.00
WA ,6210,37779.00,44566.00,63240.00
WA ,6213,417.00,41916.00,59286.00
WA ,6214,369.00,41612.00,59385.00
WA ,6215,2139.00,45833.00,63496.00
WA ,6218,297.00,36521.00,50526.00
WA ,6220,2676.00,41993.00,53610.00
WA ,6224,650.00,44115.00,61276.00
WA ,6225,4709.00,49362.00,67109.00
WA ,6226,438.00,51975.00,71281.00
WA ,6227,440.00,47514.00,59488.00
WA ,6230,24685.00,46321.00,62150.00
WA ,6232,5862.00,48748.00,61092.00
WA ,6233,10666.00,49602.00,65014.00
WA ,6236,1287.00,43426.00,62571.00
WA ,6237,1499.00,43708.00,60305.00
WA ,6239,2630.00,37674.00,51774.00
WA ,6244,948.00,34061.00,46470.00
WA ,6253,389.00,27763.00,44537.00
WA ,6254,260.00,39890.00,52584.00
WA ,6255,2290.00,36668.00,49609.00
WA ,6258,3928.00,37395.00,47103.00
WA ,6260,940.00,35671.00,46221.00
WA ,6262,405.00,29921.00,42339.00
WA ,6271,1798.00,41710.00,55119.00
WA ,6275,800.00,30787.00,43394.00
WA ,6280,15537.00,39371.00,53988.00
WA ,6281,4667.00,40371.00,58844.00
WA ,6282,926.00,38393.00,60177.00
WA ,6284,1253.00,39476.00,52665.00
WA ,6285,6225.00,36995.00,50003.00
WA ,6286,369.00,31129.00,42104.00
WA ,6288,342.00,32367.00,46755.00
WA ,6290,1000.00,30208.00,40969.00
WA ,6302,1997.00,40115.00,53722.00
WA ,6304,920.00,38621.00,53963.00
WA ,6306,572.00,41477.00,55165.00
WA ,6308,899.00,43258.00,56076.00
WA ,6311,295.00,39911.00,49318.00
WA ,6312,2685.00,43269.00,52969.00
WA ,6315,1273.00,39728.00,50382.00
WA ,6317,2336.00,41267.00,48680.00
WA ,6318,286.00,42980.00,62200.00
WA ,6320,358.00,39230.00,51455.00
WA ,6321,314.00,31297.00,42802.00
WA ,6323,522.00,37076.00,45067.00
WA ,6324,2002.00,34810.00,43673.00
WA ,6326,328.00,26380.00,37232.00
WA ,6328,280.00,37279.00,51482.00
WA ,6330,19825.00,39251.00,49312.00
WA ,6333,3390.00,32378.00,45515.00
WA ,6335,475.00,47319.00,64705.00
WA ,6336,218.00,38588.00,54430.00
WA ,6337,409.00,48379.00,66688.00
WA ,6338,473.00,41261.00,62159.00
WA ,6346,541.00,41498.00,60987.00
WA ,6348,570.00,50805.00,67744.00
WA ,6350,269.00,47243.00,59224.00
WA ,6353,552.00,47366.00,58081.00
WA ,6355,400.00,52160.00,79141.00
WA ,6359,320.00,48448.00,65379.00
WA ,6365,343.00,50598.00,64478.00
WA ,6367,235.00,44400.00,60205.00
WA ,6369,489.00,44414.00,57508.00
WA ,6370,329.00,43838.00,55030.00
WA ,6375,669.00,45892.00,58509.00
WA ,6383,577.00,49055.00,69369.00
WA ,6390,978.00,67091.00,75522.00
WA ,6391,696.00,41639.00,53108.00
WA ,6392,358.00,41850.00,51459.00
WA ,6395,1450.00,35666.00,46039.00
WA ,6396,243.00,37138.00,46140.00
WA ,6398,324.00,27857.00,38333.00
WA ,6401,3928.00,46221.00,56303.00
WA ,6407,601.00,49198.00,56291.00
WA ,6409,247.00,44865.00,60048.00
WA ,6410,539.00,42930.00,52585.00
WA ,6415,1672.00,47211.00,53924.00
WA ,6418,415.00,56633.00,69814.00
WA ,6426,490.00,51662.00,72620.00
WA ,6429,389.00,52985.00,60774.00
WA ,6430,13841.00,62219.00,72972.00
WA ,6432,4140.00,56242.00,66060.00
WA ,6437,235.00,79263.00,85714.00
WA ,6438,318.00,43800.00,52682.00
WA ,6440,258.00,44692.00,50536.00
WA ,6442,1262.00,75436.00,78672.00
WA ,6443,376.00,42405.00,52849.00
WA ,6450,8154.00,42615.00,55857.00
WA ,6460,432.00,40967.00,59993.00
WA ,6461,411.00,40681.00,55472.00
WA ,6468,217.00,51742.00,69717.00
WA ,6475,238.00,44556.00,49285.00
WA ,6479,388.00,33781.00,40123.00
WA ,6485,270.00,50022.00,63373.00
WA ,6501,613.00,46436.00,61863.00
WA ,6502,761.00,38681.00,55493.00
WA ,6503,1349.00,35890.00,46589.00
WA ,6507,374.00,41763.00,49337.00
WA ,6510,1207.00,42525.00,51736.00
WA ,6511,317.00,40240.00,60599.00
WA ,6514,324.00,38172.00,55420.00
WA ,6515,246.00,38194.00,49445.00
WA ,6516,1003.00,42381.00,60854.00
WA ,6517,303.00,42240.00,51518.00
WA ,6519,327.00,40669.00,57699.00
WA ,6521,219.00,29196.00,41546.00
WA ,6522,310.00,52669.00,72187.00
WA ,6525,2018.00,45125.00,65741.00
WA ,6528,296.00,41332.00,61628.00
WA ,6530,19881.00,46543.00,60518.00
WA ,6532,2572.00,49869.00,61667.00
WA ,6535,869.00,35743.00,50218.00
WA ,6536,877.00,36474.00,52153.00
WA ,6537,494.00,40875.00,50053.00
WA ,6556,1233.00,46003.00,58707.00
WA ,6558,476.00,43206.00,54130.00
WA ,6560,669.00,46151.00,53177.00
WA ,6562,680.00,46751.00,59488.00
WA ,6564,249.00,42503.00,57340.00
WA ,6566,1916.00,40857.00,55377.00
WA ,6603,762.00,46079.00,58359.00
WA ,6609,533.00,45448.00,58355.00
WA ,6620,223.00,41444.00,49265.00
WA ,6623,426.00,45527.00,56375.00
WA ,6630,318.00,44475.00,53225.00
WA ,6638,232.00,44601.00,53580.00
WA ,6642,409.00,40482.00,50841.00
WA ,6701,3361.00,40800.00,51539.00
WA ,6707,1707.00,49830.00,63632.00
WA ,6710,631.00,93292.00,117524.00
WA ,6713,669.00,95653.00,107451.00
WA ,6714,10692.00,79260.00,91825.00
WA ,6716,393.00,113687.00,99643.00
WA ,6718,406.00,41818.00,56315.00
WA ,6720,1347.00,89456.00,94391.00
WA ,6721,3037.00,85448.00,100909.00
WA ,6722,6204.00,74986.00,83318.00
WA ,6725,8011.00,49955.00,60073.00
WA ,6726,1275.00,51864.00,64477.00
WA ,6728,2050.00,50898.00,58848.00
WA ,6740,467.00,54513.00,62316.00
WA ,6743,3861.00,51477.00,62387.00
WA ,6751,1907.00,84807.00,87634.00
WA ,6753,2953.00,79988.00,89713.00
WA ,6754,879.00,106600.00,96910.00
WA ,6765,767.00,37125.00,45761.00
WA ,6770,750.00,42148.00,50085.00
WA ,6798,991.00,74221.00,75328.00
WA ,6799,256.00,40403.00,49112.00
